"Feed Number","Title","Link","Description","Feed URL","Newsletter Signup URL"
"484","R&P - Community Events Food Vendor Interest - Recent Updates","https://www.columbus.gov/","R&P - Community Events Food Vendor Interest - Recent Updates","https://public.govdelivery.com/topics/OHCCC_484/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_484
"485","R & P - All Staff New - Recent Updates","https://www.columbus.gov/","R & P - All Staff New - Recent Updates","https://public.govdelivery.com/topics/OHCCC_485/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_485
"486","BZS – Active FPI and FP Emails - Recent Updates","https://www.columbus.gov/","BZS – Active FPI and FP Emails - Recent Updates","https://public.govdelivery.com/topics/OHCCC_486/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_486
"60","SAFE/SS Mobile Food Vending Licensing > - Recent Updates","https://www.columbus.gov/","SAFE/SS Mobile Food Vending Licensing > - Recent Updates","https://public.govdelivery.com/topics/OHCCC_60/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_60
"63","SAFE/SS Vehicle for Hire Licensing & Metering > - Recent Updates","https://www.columbus.gov/","SAFE/SS Vehicle for Hire Licensing & Metering > - Recent Updates","https://public.govdelivery.com/topics/OHCCC_63/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_63
"64","R&P - Recreation and Parks Weekly Updates - Recent Updates","https://www.columbus.gov/","R&P - Recreation and Parks Weekly Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_64/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_64
"65","R&P - Facilities, Parks and Trails Updates, and Closures - Recent Updates","https://www.columbus.gov/","R&P - Facilities, Parks and Trails Updates, and Closures - Recent Updates","https://public.govdelivery.com/topics/OHCCC_65/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_65
"66","R&P - Adult Sports Programming Updates - Recent Updates","https://www.columbus.gov/","R&P - Adult Sports Programming Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_66/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_66
"70","R&P - Cultural Arts Center Programming Updates - Recent Updates","https://www.columbus.gov/","R&P - Cultural Arts Center Programming Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_70/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_70
"71","CSC - City Employment News - Recent Updates","https://www.columbus.gov/","CSC - City Employment News - Recent Updates","https://public.govdelivery.com/topics/OHCCC_71/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_71
"72","GRN – GreenSpot Business - Recent Updates","https://www.columbus.gov/","GRN – GreenSpot Business - Recent Updates","https://public.govdelivery.com/topics/OHCCC_72/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_72
"73","NEI - Area Commission - Recent Updates","https://www.columbus.gov/","NEI - Area Commission - Recent Updates","https://public.govdelivery.com/topics/OHCCC_73/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_73
"75","NEI - New American Leadership Academy - Recent Updates","https://www.columbus.gov/","NEI - New American Leadership Academy - Recent Updates","https://public.govdelivery.com/topics/OHCCC_75/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_75
"76","NEI - 311 - Recent Updates","https://www.columbus.gov/","NEI - 311 - Recent Updates","https://public.govdelivery.com/topics/OHCCC_76/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_76
"77","NEI - Neighborhood Transformation - Recent Updates","https://www.columbus.gov/","NEI - Neighborhood Transformation - Recent Updates","https://public.govdelivery.com/topics/OHCCC_77/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_77
"78","NEI - Neighborhood Pride - Recent Updates","https://www.columbus.gov/","NEI - Neighborhood Pride - Recent Updates","https://public.govdelivery.com/topics/OHCCC_78/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_78
"79","NEI - Neighborhood News & Events - Recent Updates","https://www.columbus.gov/","NEI - Neighborhood News & Events - Recent Updates","https://public.govdelivery.com/topics/OHCCC_79/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_79
"80","NEI - CRC Commissioners - Recent Updates","https://www.columbus.gov/","NEI - CRC Commissioners - Recent Updates","https://public.govdelivery.com/topics/OHCCC_80/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_80
